MEME-USDT;MEME-BNB;BNB-USDT
MEME-USDT;MEME-TUSD;TUSD-USDT
MEME-USDT;MEME-FDUSD;FDUSD-USDT
ORDI-USDT;ORDI-BTC;BTC-USDT
ORDI-USDT;ORDI-TUSD;TUSD-USDT
ORDI-USDT;ORDI-USDC;USDC-USDT
ORDI-USDT;ORDI-FDUSD;FDUSD-USDT
PIVX-USDT;PIVX-BTC;BTC-USDT
VIC-USDT;VIC-BTC;BTC-USDT
BLUR-USDT;BLUR-BTC;BTC-USDT
BLUR-USDT;BLUR-FDUSD;FDUSD-USDT
VANRY-USDT;VANRY-BTC;BTC-USDT
JTO-USDT;JTO-FDUSD;FDUSD-USDT
1000SATS-USDT;1000SATS-FDUSD;FDUSD-USDT
BONK-USDT;BONK-FDUSD;FDUSD-USDT
ACE-USDT;ACE-BTC;BTC-USDT
ACE-USDT;ACE-BNB;BNB-USDT
ACE-USDT;ACE-FDUSD;FDUSD-USDT
NFP-USDT;NFP-BTC;BTC-USDT
NFP-USDT;NFP-BNB;BNB-USDT
NFP-USDT;NFP-TUSD;TUSD-USDT
NFP-USDT;NFP-FDUSD;FDUSD-USDT
